study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_platform	library_source	fastq_ftp	submitted_ftp	sample_alias	first_created
PRJEB12982	SAMEA3892021	ERS1079155	ERX1513045	ERR1442668	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442668/ERR1442668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442668/ERR1442668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442668/19850_2#18.cram	71c83390-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892023	ERS1079157	ERX1513046	ERR1442669	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442669/ERR1442669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442669/ERR1442669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442669/19850_2#19.cram	71d48fa0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892024	ERS1079158	ERX1513047	ERR1442670	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442670/ERR1442670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442670/ERR1442670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442670/19850_2#20.cram	71e09d90-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892025	ERS1079159	ERX1513048	ERR1442671	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442671/ERR1442671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442671/ERR1442671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442671/19850_2#21.cram	71ec8470-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892026	ERS1079160	ERX1513049	ERR1442672	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442672/ERR1442672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442672/ERR1442672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442672/19850_2#22.cram	71f8e080-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892028	ERS1079162	ERX1513050	ERR1442673	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442673/ERR1442673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442673/ERR1442673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442673/19850_2#23.cram	7204c760-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892029	ERS1079163	ERX1513051	ERR1442674	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442674/ERR1442674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442674/ERR1442674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442674/19850_2#24.cram	72108730-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892030	ERS1079164	ERX1513052	ERR1442675	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442675/ERR1442675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442675/ERR1442675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442675/19850_2#25.cram	721c4700-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892031	ERS1079165	ERX1513053	ERR1442676	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442676/ERR1442676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442676/ERR1442676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442676/19850_2#26.cram	72282de0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892032	ERS1079166	ERX1513054	ERR1442677	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442677/ERR1442677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442677/ERR1442677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442677/19850_2#27.cram	723414c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892034	ERS1079168	ERX1513055	ERR1442678	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442678/ERR1442678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442678/ERR1442678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442678/19850_2#28.cram	723fd490-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892035	ERS1079169	ERX1513056	ERR1442679	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442679/ERR1442679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442679/ERR1442679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442679/19850_2#29.cram	724b9460-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892036	ERS1079170	ERX1513057	ERR1442680	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442680/ERR1442680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442680/ERR1442680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442680/19850_2#30.cram	72575430-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892037	ERS1079171	ERX1513058	ERR1442681	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442681/ERR1442681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442681/ERR1442681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442681/19850_2#31.cram	72689240-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892038	ERS1079172	ERX1513059	ERR1442682	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442682/ERR1442682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442682/ERR1442682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442682/19850_2#32.cram	72747920-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892040	ERS1079174	ERX1513060	ERR1442683	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442683/ERR1442683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442683/ERR1442683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442683/19850_2#33.cram	728038f0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892041	ERS1079175	ERX1513061	ERR1442684	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442684/ERR1442684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442684/ERR1442684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442684/19850_2#34.cram	728bf8c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892042	ERS1079176	ERX1513062	ERR1442685	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442685/ERR1442685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442685/ERR1442685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442685/19850_2#35.cram	729806b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892044	ERS1079178	ERX1513063	ERR1442686	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442686/ERR1442686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442686/ERR1442686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442686/19850_2#36.cram	72a3ed90-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892045	ERS1079179	ERX1513064	ERR1442687	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442687/ERR1442687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442687/ERR1442687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442687/19850_2#37.cram	72afad60-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892046	ERS1079180	ERX1513065	ERR1442688	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442688/ERR1442688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442688/ERR1442688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442688/19850_2#38.cram	72bb6d30-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892047	ERS1079181	ERX1513066	ERR1442689	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442689/ERR1442689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442689/ERR1442689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442689/19850_2#39.cram	72c72d00-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892049	ERS1079183	ERX1513067	ERR1442690	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442690/ERR1442690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442690/ERR1442690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442690/19850_2#40.cram	72d313e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892050	ERS1079184	ERX1513068	ERR1442691	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442691/ERR1442691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442691/ERR1442691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442691/19850_2#41.cram	72ded3b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892051	ERS1079185	ERX1513069	ERR1442692	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442692/ERR1442692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442692/ERR1442692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442692/19850_2#42.cram	72ea9380-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892052	ERS1079186	ERX1513070	ERR1442693	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442693/ERR1442693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442693/ERR1442693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442693/19850_2#43.cram	72f65350-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892054	ERS1079188	ERX1513071	ERR1442694	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442694/ERR1442694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442694/ERR1442694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442694/19850_2#44.cram	73026140-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892055	ERS1079189	ERX1513072	ERR1442695	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442695/ERR1442695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442695/ERR1442695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442695/19850_2#45.cram	730e6f30-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892056	ERS1079190	ERX1513073	ERR1442696	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442696/ERR1442696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442696/ERR1442696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442696/19850_2#46.cram	731a2f00-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892057	ERS1079191	ERX1513074	ERR1442697	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442697/ERR1442697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442697/ERR1442697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442697/19850_2#47.cram	73263cf0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892058	ERS1079192	ERX1513075	ERR1442698	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442698/ERR1442698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442698/ERR1442698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442698/19850_2#48.cram	733223d0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892060	ERS1079194	ERX1513076	ERR1442699	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442699/ERR1442699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442699/ERR1442699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442699/19850_2#49.cram	733de3a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892061	ERS1079195	ERX1513077	ERR1442700	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442700/ERR1442700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442700/ERR1442700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442700/19850_2#50.cram	7349a370-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892063	ERS1079197	ERX1513078	ERR1442701	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442701/ERR1442701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442701/ERR1442701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442701/19850_2#51.cram	73556340-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892064	ERS1079198	ERX1513079	ERR1442702	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442702/ERR1442702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442702/ERR1442702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442702/19850_2#52.cram	73612310-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892065	ERS1079199	ERX1513080	ERR1442703	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442703/ERR1442703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442703/ERR1442703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442703/19850_2#53.cram	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892066	ERS1079200	ERX1513081	ERR1442704	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442704/ERR1442704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442704/ERR1442704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442704/19850_2#54.cram	73787ba0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892067	ERS1079201	ERX1513082	ERR1442705	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442705/ERR1442705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442705/ERR1442705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442705/19850_2#55.cram	73843b70-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892069	ERS1079203	ERX1513083	ERR1442706	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442706/ERR1442706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442706/ERR1442706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442706/19850_2#56.cram	73902250-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892070	ERS1079204	ERX1513084	ERR1442707	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442707/ERR1442707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442707/ERR1442707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442707/19850_2#57.cram	73a7a1f0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892071	ERS1079205	ERX1513085	ERR1442708	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442708/ERR1442708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442708/ERR1442708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442708/19850_2#58.cram	73b361c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892072	ERS1079206	ERX1513086	ERR1442709	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442709/ERR1442709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442709/ERR1442709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442709/19850_2#59.cram	73bf48a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892073	ERS1079207	ERX1513087	ERR1442710	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442710/ERR1442710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442710/ERR1442710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442710/19850_2#60.cram	73cb0870-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892075	ERS1079209	ERX1513088	ERR1442711	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442711/ERR1442711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442711/ERR1442711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442711/19850_2#61.cram	73d6c840-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892076	ERS1079210	ERX1513089	ERR1442712	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442712/ERR1442712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442712/ERR1442712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442712/19850_2#62.cram	73e26100-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892077	ERS1079211	ERX1513090	ERR1442713	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442713/ERR1442713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442713/ERR1442713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442713/19850_2#63.cram	73ee20d0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892078	ERS1079212	ERX1513091	ERR1442714	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442714/ERR1442714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442714/ERR1442714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442714/19850_2#64.cram	73fa07b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892079	ERS1079213	ERX1513092	ERR1442715	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442715/ERR1442715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442715/ERR1442715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442715/19850_2#65.cram	7405c780-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892081	ERS1079215	ERX1513093	ERR1442716	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442716/ERR1442716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442716/ERR1442716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442716/19850_2#66.cram	74118750-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892082	ERS1079216	ERX1513094	ERR1442717	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442717/ERR1442717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442717/ERR1442717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442717/19850_2#67.cram	741d9540-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892083	ERS1079217	ERX1513095	ERR1442718	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442718/ERR1442718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442718/ERR1442718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442718/19850_2#68.cram	74295510-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892084	ERS1079218	ERX1513096	ERR1442719	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442719/ERR1442719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442719/ERR1442719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442719/19850_2#69.cram	74358a10-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892085	ERS1079219	ERX1513097	ERR1442720	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442720/ERR1442720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442720/ERR1442720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442720/19850_2#70.cram	744149e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892087	ERS1079221	ERX1513098	ERR1442721	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442721/ERR1442721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442721/ERR1442721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442721/19850_2#71.cram	744d30c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
